,InvoiceID,Barcode
30564,VN0188010102230070,"2701020000060, 2701020000046, 2701020000053"
30565,VN0188010102230071,"2010101000005, 8935049501626, 8934588233074"
30566,VN0188010102230073,"8935001714316, 8935001712411, 8935001282266, 8934564600807, 8934588873058, 8934588653056"
30567,VN0188010102230075,"8934588063053, 8938507849155, 2270102000033, 8801136361773"
30568,VN0188010102230077,"2010101000005, 8934564600869"
30569,VN0188010102230078,"2260501000055, 260202000017"
30570,VN0188010102230079,"2010101000005, 8934588672118, 8934588293559"
30571,VN0188010102230080,"8850096848503, 2270101000560, 8934804025766, 2010906000095"
30572,VN0188010102230082,"8938511021042, 8858223008479, 8934588673139, 8934588663130"
30573,VN0188010102230084,"8938511021042, 9556174816547, 8858223008479, 8936136164694, 8936036028355"
30574,VN0188010102230085,"8934755035326, 8934822110215"
30575,VN0188010102230086,"8935049510864, 8858954209152, 2701020000060, 2701030000074, 2270102000033, 9556001027252, 9556001227539, 8999178654332, 8934803024814, 8934588172113, 8936127791212"
30576,VN0188010102230087,"8934588063060, 8938501349125, 8936010532113, 8935049510857, 8935250403528, 8934563654146, 8936040071705, 8934563619138"
30577,VN0188010102230088,"8934755035180, 8934755042201"
30578,VN0188010102230089,"8938502525344, 8936136164755"
30579,VN0188010102230090,"2010902000228, 2701020000022"
30580,VN0188010102230093,"8934563619138, 8938500432774"
30581,VN0188010102230095,"8935001712336, 2010403000062, 2080101000985"
30582,VN0188010102230097,"8935049501312, 8850157100557, 8938511021035"
30583,VN0188010102230098,"8934588063060, 8934755010255, 8934803026078, 8936036029178, 4003084319286"
30584,VN0188010102230099,"8934680012652, 8936127790031"
30585,VN0188010102230100,"8934563670139, 2705010000016, 2010803000396, 2230103000098, 260202000017"
30586,VN0188010102230101,"8935005801012, 4897036692257, 8938501434012"
30587,VN0188010102230103,"8850393800440, 8851123237031, 8934588873058, 8935136862234"
30588,VN0188010102230104,"4800361339360, 8934680011495"
30589,VN0188010102230105,"8850393800679, 8850393801379, 260501001287, 2260501000123, 2010809000512, 2010902000228, 260501012885, 2270102000026, 2010903000135, 2270102000033, 8935006355408, 260201013661"
30590,VN0188010102230106,"2260101000202, 2010902000228, 2270102000026, 8858223008479, 8935006355408, 260202000017, 2270301000308, 2010803000181"
30591,VN0188010102230110,"2010101000005, 8936209892240"
30592,VN0188010102230111,"8934588063053, 260201013661, 2010805000028"
30593,VN0188010102230112,"8934588702112, 8934588022111, 8934563670139, 8934563651138, 8935001282310, 8936010680999, 2010101000005, 8934563619138, 8934588672118, 8935311101073"
30594,VN0188010102230117,"2010902000198, 8936116270643, 2703010000081, 8935049512004, 8935049510895, 8936136164694, 8936049051654, 8935112200005, 8934588243011"
30595,VN0188010102230119,"8934588063060, 8936135440034, 8801048921102"
30596,VN0188010102230121,"8850393800013, 8850393800020, 2010803000402, 2601010000172, 2601010000165"
30597,VN0188010102230124,"8934588063176, 2010101000012, 9556007002154"
30598,VN0188010102230125,"2010803000396, 8934822101336, 260202000017"
30599,VN0188010102230126,"2701020000022, 2701020000053, 8935005800015, 8936122200207, 8801068038262"
30600,VN0188010102230127,"8936011771009, 260201000010"
30601,VN0188010102230128,"8934563670139, 8934803026078, 8936036029178"
30602,VN0188010102230129,"2010901000243, 8936116270568"
30603,VN0188010102230131,"8934563138165, 2010803000112"
30604,VN0188010102230133,"8936010532090, 8938512632032"
30605,VN0188010102230134,"8938501349125, 8938501349200, 8938501349415, 8938501349668, 96118504, 8936071070197"
30606,VN0188010102230135,"8934588063060, 6901236345641"
30607,VN0188010102230136,"95506500, 8934563619138"
30608,VN0188010102230137,"95506500, 9556001227560, 8850125000063"
30609,VN0188010102230138,"8934588063053, 8935049510864, 5200701005204"
30610,VN0188010102230139,"8935001282266, 8934588873058"
30611,VN0188010102230142,"8850011058772, 8938530880040, 8850157403252, 8000500010709, 8934673602617, 9300682001311, 8938505214443, 8888296038585, 8999178650235, 8934803026078, 8859578600370, 8859578600257, 8859578601421"
30612,VN0188010102230145,"8935001282310, 8935001282327, 8935005800015, 8935001712305"
30613,VN0188010102230147,"8934564300158, 2260201000485, 8935049501534, 8936116270568, 2270301000322, 8936101343505"
30614,VN0188010102230148,"5010232955233, 8935250403528"
30615,VN0188010102230149,"2010101000005, 8934564600869"
30616,VN0188010102230150,"2260201000508, 8936104380446, 8934563550196, 2270102000026"
30617,VN0188010102230151,"8935049510864, 8934755035036"
30618,VN0188010102230154,"8935049501374, 2010805000363, 2010101000005, 8934588673139, 8934588673139, 260202000017"
30619,VN0188010102230156,"8934588063053, 6920354827792"
30620,VN0188010102230159,"8934588063060, 8859559600962, 8850157511681, 8999178650235, 8992760221028, 8935006353152, 8935006355408"
30621,VN0188010102230160,"4986614246477, 8936036029178, 8936036029192"
30622,VN0188010102230162,"8938512632032, 8938512632025"
30623,VN0188010102230163,"8850157400077, 8857099003885, 8934588232114, 8934688195050"
30624,VN0188010102230164,"8934588063053, 8934822171216, 8934822801335, 8934673601825"
30625,VN0188010102230165,"8935006360006, 260202000017"
30626,VN0188010102230168,"8934755035180, 8938512632032, 8934588873058"
30627,VN0188010102230169,"8936010532106, 260501012885, 8934564600869, 8936101345851"
30628,VN0188010102230172,"8936011771436, 8803628001105"
30629,VN0188010102230173,"8934755035180, 8938511021035, 8935001712282, 4901872444915"
30630,VN0188010102230174,"8934588063060, 8935107200836"
30631,VN0188010102230175,"8857118170215, 8936065140646, 8857118170017, 8938503000024"
30632,VN0188010102230176,"8935001282327, 8935006360006, 260202000017"
30633,VN0188010102230178,"8850393800013, 8935217450114"
30634,VN0188010102230180,"8934588063053, 8934772225076"
30635,VN0188010102230182,"8934588013133, 8934588673139, 8934588233074"
30636,VN0188010102230183,"8934840000093, 8934588233074"
30637,VN0188010102230185,"8850006932322, 8908009419637, 8908009419651"
30638,VN0188010102230188,"8850393800440, 4003084881608, 8935001712282, 8938501434012"
30639,VN0188010102230191,"8936114080084, 8934563550196"
30640,VN0188010102230192,"2010101000005, 8934803026078, 8936049051128, 8934563193263, 2010805000028"
30641,VN0188010102230194,"8850157400077, 2010805000264, 8934688808035"
30642,VN0188010102230196,"2010101000005, 8934839128470"
30643,VN0188010102230197,"8936010532120, 6924743926547, 8936079120139, 8935049512004, 8936036021738, 8936036029178, 4718262062075"
30644,VN0188010102230200,"8936104380057, 8936036021738, 8801062881741, 8997035600645"
30645,VN0188010102230201,"8935005800145, 8934564600692, 8934822171216, 8936127791113"
30646,VN0188010102230202,"8934804037806, 8934804037783, 260202000017"
30647,VN0188010102230205,"8934822212339, 8850228006733"
30648,VN0188010102230206,"8935005801012, 8936011772808"
30649,VN0188010102230207,"8935049510857, 8997018480790, 8936127794404"
30650,VN0188010102230208,"8936011779197, 8936011779784"
30651,VN0188010102230209,"8935001282266, 260202000017"
30652,VN0188010102230210,"8935049510864, 8936079121822, 8934822171216, 8934822121211"
30653,VN0188010102230211,"8934755020063, 8935107200324"
30654,VN0188010102230212,"8935049510673, 8997035600645, 8938512632025, 5013405653592"
30655,VN0188010102230214,"80974482, 8936011775403"
30656,VN0188010102230215,"8935049510864, 8859578600257"
30657,VN0188010102230216,"5038483492901, 8938531758225"
30658,VN0188010102230217,"8935090910842, 8936146441723, 8934822212339"
30659,VN0188010102230219,"2010803000402, 2010803000396, 2601010000165, 8934804027784, 8935217400195"
30660,VN0188010102230221,"7613034965035, 2120201000017"
30661,VN0188010102230222,"8938502525351, 8859559600962"
30662,VN0188010102230226,"8938503131063, 8888296038271, 8936011779197, 8936011779784, 7622201704223, 8936127791113"
30663,VN0188010102230227,"8938511021011, 8934804025766, 8935049512004, 8938512632025"
30664,VN0188010102230228,"31146150601, 9556001222343"
30665,VN0188010102230229,"8934588063060, 8938503131742, 2010101000005, 8935001282365, 2270301000308"
30666,VN0188010102230230,"8934680012652, 8935006352766, 8935006355408, 8936036028355"
30667,VN0188010102230231,"8935001282266, 8936036028355"
30668,VN0188010102230232,"8935001282266, 8936036028355"
30669,VN0188010102230234,"3800013512319, 8850393800020, 8850157500371, 8934755035180"
30670,VN0188010102230235,"8801048921102, 8801147123865"
30671,VN0188010102230237,"8936011779777, 8850389106273, 8934588293559"
30672,VN0188010102230240,"8934680012652, 8934822170219"
30673,VN0188010102230241,"8934588063060, 8934588063053"
30674,VN0188010102230243,"8934680012652, 8857099003885, 8934803043129"
30675,VN0188010102230246,"2090103000203, 2260501000031"
30676,VN0188010102230247,"8936079123253, 2010101000005, 8858223008479, 8938500432828, 8801048181292, 8934822111212, 8936127790031"
30677,VN0188010102230248,"8850011058772, 8934588063053, 8809164223421, 8809805620596"
30678,VN0188010102230249,"8934588063060, 8938531758225"
30679,VN0188010102230250,"8934588702112, 8936011770019, 8850157100519, 8936011776653, 9556001198839, 8934588732119, 8934588132117, 8936071090966, 8934588172113"
30680,VN0188010102230251,"8934588063053, 4710085219780, 80974482, 8859578600257, 5200701002395"
30681,VN0188010102230252,"8935049510857, 8858223008479, 8934803024814, 7622201704223"
30682,VN0188010102230254,"8934755035180, 4005900926081, 8936006853611"
30683,VN0188010102230255,"8935049500148, 8934563619138, 8934803043129, 8934822171216, 8936036021660"
30684,VN0188010102230256,"8850393800020, 6921294337921, 8936036021745"
30685,VN0188010102230258,"8936011771436, 8935001282310, 8935001282266, 8934588223556, 2010101000005, 8934588673139"
30686,VN0188010102230259,"8934822901332, 8934822401337, 8936036026160"
30687,VN0188010102230260,"8934563670139, 8934563655136, 8935090912662, 8936114080084, 8936071090966, 8934803012880, 8934803042276, 8936036029178, 8935006355415, 8934588173073, 8934588873102"
30688,VN0188010102230263,"8936025774027, 8936025774027, 8908009419644, 250103119017"
30689,VN0188010102230265,"8935049510857, 8936127790147"
30690,VN0188010102230266,"4901301043207, 8850228005521, 8935112200005, 8850228003022"
30691,VN0188010102230267,"8934588063060, 8934803043129, 8801100129347"
30692,VN0188010102230268,"8935049510857, 8936079140021, 8803628001105, 8934563619138, 8934803024814, 8935112200005"
30693,VN0188010102230269,"8934588183133, 8935049510857"
30694,VN0188010102230271,"8935001712411, 8935001712336, 8934680033442, 8936036026153, 8934755035180, 8936079121013, 8934563619138, 4547894640234, 8934677013310"
30695,VN0188010102230272,"8850393800013, 8938503131995"
30696,VN0188010102230273,"8934588063053, 8934588223556"
30697,VN0188010102230274,"8997018484217, 8938531758225"
30698,VN0188010102230275,"8936010532113, 8936036028409, 8935217400355"
30699,VN0188010102230277,"8936010532106, 8936010532120, 8935049510857, 8935005801012, 8934563619138, 8936101342409, 8936101345837"
30700,VN0188010102230279,"8936185350215, 8803628001105, 2010101000005, 5200701002661, 8934677020219"
30701,VN0188010102230281,"4005900735607, 8936006853611"
30702,VN0188010102230283,"2010101000005, 8935006360006, 8934673606820"
30703,VN0188010102230285,"8935015402544, 2010101000012, 7622300442507, 8801048181292"
30704,VN0188010102230288,"8934588063060, 2010101000005, 8938500432835, 8938500432781, 8934683008867"
30705,VN0188010102230289,"8936006851013, 2010101000005, 8935112200005, 8934822111212"
30706,VN0188010102230290,"8936094291005, 8936146442249, 2010101000005, 8936011775724, 8935112200005"
30707,VN0188010102230291,"5038483492901, 8935005800145, 5200701002661"
30708,VN0188010102230292,"8858702437738, 8934564600869, 8936049051715, 8852116809792, 8936127791113"
30709,VN0188010102230293,"8936132380395, 8850096848503, 8936094291302, 8938503131117, 8934803042276, 8934688195050"
30710,VN0188010102230294,"2010403000055, 8934822110215"
30711,VN0188010102230296,"8936146442263, 8936146442249, 8934755035180, 8934563651138, 8934563653132, 8691216090439, 8936185350192, 8934563619138, 8934803026078, 8938500432774, 8935311111744"
30712,VN0188010102230298,"8934563619138, 8936136164755, 8934588873058"
30713,VN0188010102230299,"8801136361780, 9555647900776, 8801382147565"
30714,VN0188010102230300,"8935049500148, 2010101000012, 8936136164694, 8934588673139, 8934822171216, 8934822121211"
30715,VN0188010102230301,"2010101000005, 8934588233074"
30716,VN0188010102230302,"8936135440171, 8859578602312"
30717,VN0188010102230303,"8934563619138, 8934563406172"
30718,VN0188010102230304,"8936079121013, 8935006356337"
30719,VN0188010102230305,"8934588063060, 8850393991926"
30720,VN0188010102230306,"8934588063060, 8934839128470"
30721,VN0188010102230307,"8934588063053, 8936049691140, 8851007199332"
30722,VN0188010102230308,"8936006853611, 8801048921003, 8934822171216"
30723,VN0188010102230309,"8938503131742, 8935217450015, 8935217450015"
30724,VN0188010102230310,"8934588063053, 8888296038271, 8936036021738, 8934822271213, 8934822121211, 8936036028355"
30725,VN0188010102230311,"8934588063060, 8935049501633, 8936079121013, 8934803043129, 8934803042276, 8935006360006"
30726,VN0188010102230313,"8936104380057, 8934563619138, 8935311101073"
30727,VN0188010102230314,"8934681978360, 8938531758225"
30728,VN0188010102230315,"8936036021738, 8936131790287"
30729,VN0188010102230316,"2010903000098, 8938545500018, 8935001282310, 8934563619138, 8934588673139, 8935311101059, 8936079120276"
30730,VN0188010102230317,"8934822271213, 8934588873058"
30731,VN0188010102230318,"2010901000243, 2701020000015"
30732,VN0188010102230319,"8934681978360, 8859578600257, 8936006853611"
30733,VN0189010102230001,"8935049501374, 8936114080084, 8859578600882"
30734,VN0189010102230004,"8934563651138, 8802340112151"
30735,VN0189010102230005,"8935090910873, 9556001027252, 8010721996812, 8935012413321, 8994834006203, 8857107231057, 8858702402187"
30736,VN0189010102230006,"2601010000172, 8936104380316, 8936049051715, 2010803000181"
30737,VN0189010102230008,"17000120027, 4902430375825, 8934563138165, 8936040071705, 8934563619138, 8992931005099"
30738,VN0189010102230009,"8850157403610, 8938539151073, 8936071090966, 8936036026160, 8858702402187"
30739,VN0189010102230011,"8934755035074, 8850157511650, 8934804037783, 4983435201227"
30740,VN0189010102230012,"8934588063176, 8935237704921, 8850006332320, 8935024122396, 8934563138165, 8934803026078, 8801073110502"
30741,VN0189010102230013,"8850157400107, 8934822201210, 8801048921003"
30742,VN0189010102230014,"8935237711448, 8936031835538"
30743,VN0189010102230016,"8934717292279, 8801147123643, 8934804034058, 8934804039220, 8934803024814, 8934803042276, 8938500432781, 8936036021738, 8936079122348, 8936079122331, 8801048951000, 8935012413321, 8934822271213, 8934822121211, 8936127790031, 8934563102166, 8934804045078, 8934804037769"
30744,VN0189010102230017,"8936079123277, 8997035600638"
30745,VN0189010102230020,"8934588063060, 8935049510864, 8934563653132, 8936071091796, 8936147110178, 8801073211667, 8938512632032, 8934588233074, 8938508668212, 8934673503358, 8934673606820, 6941027606803"
30746,VN0189010102230021,"8935237711349, 8934804027784, 8936136164403, 8936136164694, 8936049051647, 8936127790017, 8934822101503"
30747,VN0189010102230023,"8934588063053, 8934563653132, 8934563619138, 8934563462154"
30748,VN0189010102230024,"8802340112151, 8935049501596"
30749,VN0189010102230025,"8936036027464, 8935049510857, 2010103000034, 8936034876149, 8936049051715, 8934588233074"
30750,VN0189010102230026,"8935004400018, 8936031835538, 8936104380057, 8934563653132, 8934563619138, 8934588873058, 260202000017"
30751,VN0189010102230027,"8934755010033, 8936036027891, 8809027550084"
30752,VN0189010102230028,"8934755010347, 5900020029348, 8934803043884, 8934803042276"
30753,VN0189010102230029,"8934563651138, 8936049051401, 8934677000372"
30754,VN0189010102230031,"8936104380057, 8935049500698, 8934563550196, 8934563619138, 8936147110178"
30755,VN0189010102230033,"8801104940023, 8801104940146, 8992775343128, 8934804034058, 8934804045078, 8934804037769"
30756,VN0189010102230034,"8934588063060, 2010101000005"
30757,VN0189010102230035,"2010101000012, 8935049510857, 8936020760094, 8938545001027, 8936079121815, 2010101000005, 8936131790140, 8859578600882, 8934588233074, 8934588873058, 8934677000341"
30758,VN0189010102230036,"8936036027464, 8935005801012"
30759,VN0189010102230037,"8934803024814, 8934803044270, 8809640030796, 8801048178308"
30760,VN0189010102230039,"89686011036, 89686010947, 8938500432781"
30761,VN0189010102230040,"9556007002154, 9556007002215, 8935107202397, 8935001282266, 5900020029348, 8934803012880"
30762,VN0189010102230041,"8936079121020, 260201013661"
30763,VN0189010102230042,"8850157402231, 8850157400107, 8858702437738, 8850157100526, 8857107231057, 8936127794404"
30764,VN0189010102230044,"8934563619138, 8934803012880, 8938500432835"
30765,VN0189010102230045,"8936079120139, 8936049051654, 8936034875357"
30766,VN0189010102230046,"2010101000012, 8934822101336"
30767,VN0189010102230047,"8934564300301, 8934803024814, 8934803042276, 8934588013133, 8934822271213, 8934822171216, 8934822121211"
30768,VN0189010102230048,"8936031835118, 8801048921003"
30769,VN0189010102230049,"8936185351397, 8936036021721"
30770,VN0189010102230050,"8934588063176, 8802340112151, 8859470510081"
30771,VN0189010102230052,"8936049691126, 8936049691140, 8934822801335"
30772,VN0189010102230053,"8850006932322, 8936079120139"
30773,VN0189010102230054,"2010101000005, 8934563619138, 8934564600357, 260202000017"
30774,VN0189010102230055,"8935001716051, 2270102000033, 9556001216144, 2010906000095, 8936127794404"
30775,VN0189010102230056,"8934822171216, 8934822111212"
30776,VN0189010102230057,"8993163508112, 8935001712282, 8859578602541"
30777,VN0189010102230058,"8935049500698, 8935001282310, 8934588873058"
30778,VN0189010102230060,"8935049501374, 2260501000031, 2260501000109, 2605010128881, 2260501000055, 260202000017"
30779,VN0189010102230061,"8936176751021, 8936176751007, 8935049501503, 8934804037806, 8992931005099, 260202000017"
30780,VN0189010102230063,"8938511702446, 8938511702453, 2270202000056, 8936185351410, 8938520158142, 8938520158159, 2270202000001, 2270102000033, 2010904000004, 8934822171216, 8936036026160, 8936101345837"
30781,VN0189010102230065,"8936049691126, 8859578600882"
30782,VN0189010102230067,"2090103000203, 8935049500155, 2601010000165, 2605010128881, 8935311100472"
30783,VN0189010102230069,"8936036027501, 8935217400355"
30784,VN0189010102230070,"2701030000074, 8936185350130, 8936185350192"
30785,VN0189010102230073,"89301210, 2250302000033"
30786,VN0189010102230074,"7891962050713, 5900020027948, 8888077101101"
30787,VN0189010102230076,"8938530880002, 2701020000046, 8936147110178"
30788,VN0189010102230077,"2260201000485, 8936146440474, 8934563654146, 8934563651138, 107068781510, 8936147110178"
30789,VN0189010102230078,"2260201000508, 2701020000046"
30790,VN0189010102230079,"2705010000016, 8935001215028"
30791,VN0189010102230080,"8936176751021, 8934563619138, 8801048178308"
30792,VN0189010102230081,"8936049691140, 8934588873058"
30793,VN0189010102230083,"8934588362118, 8934588732119, 8934588233074"
30794,VN0189010102230088,"8809486363232, 8809486363249, 8936031835118, 4909978149932"
30795,VN0189010102230089,"8934755014314, 4895138308540"
30796,VN0189010102230090,"8934588013133, 260202000017"
30797,VN0189010102230092,"8934588023064, 8857118170208, 8935241702678, 8935241702609"
30798,VN0189010102230093,"8935237711448, 2270102000033, 89303375, 8936127790017"
30799,VN0189010102230096,"8936036028003, 8938503932011"
30800,VN0189010102230098,"2010901000243, 2270401000000"
30801,VN0189010102230099,"8680181121248, 8857099003755"
30802,VN0189010102230102,"9556564083917, 9556564083931, 8935001282365"
30803,VN0189010102230105,"2010803000167, 2270101000591, 2701020000046, 2230103000098, 8936185350192, 8935001282433, 8934564600357, 2010907000131, 8809041862569"
30804,VN0189010102230106,"89303375, 8934588672118"
30805,VN0189010102230107,"8850548010120, 8934803042276"
30806,VN0189010102230108,"8936049690976, 8934588663130"
30807,VN0189010102230110,"2701020000022, 2702010000022, 8934588233074"
30808,VN0189010102230111,"2010902000198, 8934841900446"
30809,VN0189010102230113,"95506500, 8936079121778, 8934564600357, 8936036021745, 8936036027891"
30810,VN0189010102230114,"2270102000361, 89686010947, 8934563151157"
30811,VN0189010102230116,"8935049500698, 2010901000274"
30812,VN0189010102230117,"4895138308519, 8935001215028, 8936127790017"
30813,VN0189010102230118,"8936104380057, 8934563651138, 8934563653132, 8935005801135, 8938500432781, 8934588233074, 8934588873058"
30814,VN0189010102230119,"9556001227539, 8936101343505, 8936127790017"
30815,VN0189010102230123,"8934564600838, 8935049501534"
30816,VN0189010102230127,"8934564300158, 8934563651138, 4897024510389"
30817,VN0189010102230129,"8935049501190, 8938500432828, 8935006352766"
30818,VN0189010102230130,"8936049691140, 8801048178308, 260201013661"
30819,VN0189010102230131,"8934588023064, 8934588063060, 8936036021172, 8936101343505"
30820,VN0189010102230133,"2270103000025, 9556001198839, 2010906000095"
30821,VN0189010102230135,"8935004401268, 8935237711448"
30822,VN0189010102230136,"8934588063053, 8934563462154, 8936147110178, 260201013661"
30823,VN0189010102230137,"6915878221577, 8938520158142, 9556001029362"
30824,VN0189010102230138,"8934588023064, 8934588063176, 95506500, 8934803026078, 8934803012880, 8934803042276"
30825,VN0189010102230140,"8935049501374, 2010101000012, 8935049510857, 8934563619138, 8859578600318, 8934822101336"
30826,VN0189010102230141,"8938503131926, 8935049501633, 8938512632032, 8935217400157, 8935217400355"
30827,VN0189010102230142,"8851123237031, 2270102000361, 2701020000022, 8936049691140, 8936079140021, 8934804037783, 8859578603708, 8936076270295, 8934841901641"
30828,VN0189010102230144,"8934588293559, 8936127790031"
30829,VN0189010102230146,"89686010947, 2010803000181"
30830,VN0189010102230147,"8934588063176, 8935090910842, 8935090912662"
30831,VN0189010102230148,"8934563619138, 8938500432781, 8938503932011"
30832,VN0189010102230149,"8938507849339, 2010902000228, 8935268201222, 8936135440034, 95506500, 9556001227560, 8936079123277, 8802876204603, 8857107231057, 8858702402187"
30833,VN0189010102230150,"2701020000015, 9556001216236, 8936036028225, 8936036028409"
30834,VN0189010102230151,"8938545001027, 8802876204603"
30835,VN0189010102230153,"8934563619138, 8935049510895"
30836,VN0189010102230154,"8936079122348, 8859470510081"
30837,VN0189010102230156,"8936020760094, 8936127790017"
30838,VN0189010102230157,"2701020000015, 2701020000053, 260202000017"
30839,VN0189010102230158,"8934588063060, 8934564600869, 8934588662119"
30840,VN0189010102230160,"8935030219806, 8935049510857, 8934755035180, 8936123410131, 8992931005099"
30841,VN0189010102230161,"8809486363232, 8809486363249, 8934680033114, 8938520158166, 8936049690976, 8858223008479, 2250302000033, 8997035601321"
30842,VN0189010102230162,"2010101000012, 8992931005099"
30843,VN0189010102230163,"2010101000005, 8934588673139"
30844,VN0189010102230164,"8936065072169, 5038483492901"
30845,VN0189010102230167,"95506500, 9556001227560, 2010103000034"
30846,VN0189010102230168,"8934588022111, 8936127790031"
30847,VN0189010102230169,"2010101000005, 8850228003046"
30848,VN0189010102230170,"8934588063060, 2010902000198, 2701020000053, 8934563619138, 8936136164717, 8997035601321, 8801048921003"
30849,VN0189010102230171,"8934588063060, 64900000485, 8934803043884, 8935006353152"
30850,VN0189010102230173,"8850157100557, 8934803042276, 8936036028416, 8935006352766, 8936049051715, 8936034875357, 8935311100472"
30851,VN0189010102230174,"2010902000228, 2270102000361, 2010103000034, 2250302000033"
30852,VN0189010102230175,"8935237711448, 8935237704921, 8934563651138, 8934563653132, 8934563550196, 8935001282310, 2701020000053, 8936079122348, 8936076270295, 8934588873058"
30853,VN0189010102230176,"2010101000005, 8934588293559"
30854,VN0189010102230178,"8935005801135, 8934588293559"
30855,VN0189010102230179,"8935004401466, 8936127790017"
30856,VN0189010102230181,"8935049501503, 8935049501541, 8934822101336, 8938528366068"
30857,VN0189010102230182,"8935112200005, 8013399511820, 8934588233074"
30858,VN0189010102230187,"8936079121020, 8858223008479, 8934803044270, 8936127790017"
30859,VN0189010102230188,"8936104380057, 8934804037806, 8936136164762, 260202000017, 8934841901641"
30860,VN0189010102230189,"8936010532090, 8936006853611, 8934588873102"
30861,VN0189010102230190,"8938500432781, 8936136164762, 8936049051609, 8934588233074, 260202000017"
30862,VN0189010102230191,"8934588023132, 8934588022111, 8935001282310, 8934588012112, 8934588233074"
30863,VN0189010102230192,"2010101000005, 8934563131258, 8936146443369, 8938501434012"
30864,VN0189010102230195,"8936049691140, 8936036020403, 8852008510010"
30865,VN0189010102230196,"8936104380446, 8850006327647, 8935001282280, 8935001282266, 8851818205789, 8936079121020, 8935001712305, 8934804037806, 8934839125905, 8859578600318, 260202000017"
30866,VN0189010102230197,"8936110050715, 8934563654146, 8936028641470, 8858223025049, 8936036027891, 8936036028133"
30867,VN0189010102230198,"8938501349118, 8936149340061, 8850157100526, 8936028641616, 2010103000034, 260202000017, 8934673576345, 8938501434012"
30868,VN0189010102230200,"8934588063060, 8938530880002, 8938507849025, 8857099003274, 8936036027099, 8936127791212"
30869,VN0189010102230203,"8934563670139, 8934588063060, 8801152233801, 6915878221577, 8936049691140, 8938545001027, 8801147123643, 8934563619138, 8934588012112, 8936034876118, 8935112200005, 4000607851001, 8934563193263, 8936035100397, 8935311111744"
30870,VN0189010102230204,"8938502525351, 8938501434012, 8934841900286"
30871,VN0189010102230206,"8934588063176, 8936135440034, 8934563619138, 8936036026160, 8859470510074, 8936127790017, 2250103000058"
30872,VN0189010102230207,"8934563651138, 8934673574341"
30873,VN0189010102230209,"9556001216236, 8936036028225, 8934803043891, 8859578600370, 8934804045078, 8934804037769"
30874,VN0189010102230210,"8934680033428, 9556001198839, 8935005801012, 8809585101421, 8935012443304, 8936036021745, 4897024510389, 8936127790031, 8852008510492, 8934673573344, 8934841900446"
30875,VN0189010102230211,"12546011471, 8938502525368, 8809486363232, 2270301000322, 8859578600370, 8809474498755"
30876,VN0189010102230214,"8934803024814, 8934803026078, 8934803012880, 8934803042276"
30877,VN0189010102230215,"8936028641470, 8935001282266, 8934563619138, 8935001215028"
30878,VN0189010102230218,"4902430845205, 8936013680033"
30879,VN0189010102230220,"6942836704421, 2010103000034, 8934803024814, 8934803042276, 8936127790017, 8852008510492, 260202000017"
30880,VN0189010102230221,"8934588063176, 8935030219790, 8934564600838, 8935049501381, 8934563651138, 8935001282310, 4800318407937, 8934803024814, 8934803042276, 8936036021721, 8936034876118, 8934588873058"
30881,VN0189010102230225,"8935049501374, 8934563805159, 8938500432835"
30882,VN0189010102230227,"8936036021172, 8934673581349, 8934673581349"
30883,VN0189010102230228,"8935049500155, 8934588732119"
30884,VN0189010102230229,"8935049500698, 4902430375825, 8934673700108, 8934563619138, 8850228005521, 8938512632025, 8936036021745"
30885,VN0189010102230230,"8803628631012, 8935049500155, 8934563123130, 8934563138165, 8936049051128, 260201013661"
30886,VN0189010102230231,"8934588023132, 8934588063060, 8934588233074, 8934588873102"
30887,VN0189010102230232,"8934588063060, 8934755035074, 8935049510864"
30888,VN0189010102230233,"5038483492901, 8934803024814"
30889,VN0189010102230234,"2010805000356, 8935006352766, 8935006360006"
30890,VN0189010102230236,"8935001282266, 260202000017"
30891,VN0189010102230237,"8936149340047, 2703010000050, 8935049512004"
30892,VN0189010102230244,"8935049500155, 8934588503054, 89686010947, 8934563102166"
30893,VN0189010102230245,"8938503131773, 8857099003885, 8936028641616, 8936147110178, 8936136164403"
30894,VN0189010102230246,"8935001713128, 8936040071781"
30895,VN0189010102230248,"93613590, 686464472005, 8935001718444"
30896,VN0189010102230249,"8938502525368, 8936079140021, 2010103000034"
30897,VN0189010102230250,"769828221591, 8934755010408, 8934563651138, 95506500, 2010101000005, 8801043059701, 8850228005521"
30898,VN0189010102230256,"8936123410131, 4897036693636, 4897036693162, 8936209892332"
30899,VN0189010102230258,"8934822121211, 8936101345837"
30900,VN0189010102230260,"8938503131773, 2010803000181"
30901,VN0189010102230262,"8801007166452, 8801045890692, 8936035100397"
30902,VN0189010102230265,"8934692070145, 8934822101503"
30903,VN0189010102230266,"2702020000029, 8934803026078, 8934803042276, 8936036028225, 8936079122331, 8935335400169"
30904,VN0189010102230268,"2010101000005, 8935012443304"
30905,VN0189010102230269,"8938520158135, 9556001198839"
30906,VN0189010102230270,"8935004400018, 8801045890692"
30907,VN0189010102230271,"2010101000005, 8801382148524"
30908,VN0189010102230272,"8935049510673, 2010805000363, 8934563619138"
30909,VN0189010102230280,"8936104380057, 8850006332542, 2010901000243, 8935268201437, 8935049501633, 8938545001041, 4895138308519, 8936136164717, 8936036021721, 8936049051609, 8935311110365"
